,symbol,passed,FilterWinLoss1Min,FilterWinLoss1Max,FilterValue1,FilterVolume1
862,ELU,False,-0.9386,0.7126,25.46,172
863,ENZ,False,-7.6923,9.1413,3.79,63910
864,EOG,True,-5.9405,3.6235,78.52,1849387
865,EPAM,True,-6.0959,5.7206,189.61,142856
866,EPR,True,-2.6715,2.5948,76.11,175499
867,ETRN,True,-7.687,2.8787,13.68,1311601
868,EQNR,True,-4.3226,3.08,17.18,478029
869,EQT,True,-9.1992,8.0586,12.3,2179369
870,EQC,True,-1.6475,1.7544,34.11,220371
871,EFX,True,-3.2759,3.4523,142.76,388403
872,EQM,True,-4.7791,3.5334,31.56,208726
873,EROS,False,-11.5385,18.0,1.36,1207153
874,ESNT,True,-3.4448,2.4526,46.39,207787
875,EQS,False,-5.4206,5.0775,1.69,0
876,EQR,True,-2.8579,1.6942,80.89,530061
877,ESE,False,-6.1727,2.6325,76.31,55573
878,ERA,False,-2.2297,16.8743,10.46,37994
879,EPRT,True,-3.0404,4.1068,21.85,180372
880,ELS,True,-2.0891,1.9039,132.63,224562
881,EB,True,-6.8516,4.3556,17.2,240600
882,ESS,False,-3.5921,1.8319,313.31,101858
883,ETH,False,-10.6414,3.4749,18.12,92562
884,EL,True,-4.1932,2.8643,180.79,650000
885,EEA,False,-1.8066,2.0202,8.56,3
886,EURN,False,-4.6398,2.0487,7.54,162942
887,EVR,False,-5.0596,3.5133,78.58,127108
888,EVRG,True,-1.1705,1.5079,63.74,843091
889,RE,True,-2.0064,2.3834,252.64,154239
890,EVRI,False,-11.2511,3.5117,9.49,279017
891,ES,True,-2.0791,1.3444,77.91,703687
892,EVTC,True,-4.453,11.7739,35.53,151990
893,XAN,False,-1.677,1.1618,11.34,48022
894,EXPR,False,-9.0909,5.1064,2.07,657408
895,AQUA,True,-4.1491,10.2583,15.2,152014
896,EVH,False,-6.4516,14.9485,7.12,548308
897,FNB,True,-4.0664,3.6082,10.95,940849
898,EXC,True,-2.4405,1.7785,45.52,3560846
899,EXTN,False,-7.6522,6.3301,9.84,48103
900,FDS,True,-3.8258,2.5013,279.24,195268
901,FN,False,-3.3182,5.909,55.06,80154
902,XOM,True,-2.5551,2.6667,70.49,5246096
903,EXR,True,-2.1604,1.566,119.01,326965
904,FPAC,False,-1.4493,2.23,10.3,0
905,SFUN,False,-10.4418,13.4295,1.64,58609
906,FTCH,False,-44.4932,12.537,12.0,699060
907,FICO,False,-6.1,4.9485,337.33,113550
908,FFG,False,-2.6534,2.1122,57.95,6941
909,AGM,False,-4.2314,5.8237,76.97,18778
910,FPI,False,-3.5256,9.2334,6.45,67222
911,AGM.A,False,-4.7891,7.1272,72.01,0
912,FRT,True,-3.7799,2.1046,132.94,191064
913,FBK,False,-3.3802,2.5538,36.22,9489
914,FSS,False,-3.7784,7.8601,30.81,74258
915,FII,True,-3.501,3.8248,32.78,229268
916,FMN,False,-0.3974,0.8023,14.01,10973
917,FDX,True,-4.2339,2.9951,160.52,897200
918,RACE,True,-2.7569,1.73,160.82,176563
919,FOE,True,-11.4732,3.5159,11.95,234811
920,FG,False,-5.7669,4.661,7.32,232477
921,FCAU,True,-4.912,3.8231,13.12,1248415
922,FGP,False,-9.8694,5.9871,0.6982,40374
923,FNF,True,-1.1355,2.862,43.75,413535
924,FIS,True,-3.2345,3.946,134.85,1706553
925,FMO,False,-3.75,1.98,9.08,58241
926,FHN,True,-3.2317,6.6892,15.75,1156595
927,FCF,False,-4.3573,2.169,12.53,120553
928,FAF,True,-3.1333,2.284,57.14,304609
929,FBP,True,-3.5316,2.1694,9.78,557163
930,AG,False,-6.3618,8.6348,10.27,1713377
931,FR,True,-2.2528,2.3095,38.47,296773
932,FDC,True,-1.4388,8.7136,31.69,2129139
933,FRC,True,-4.4902,1.7643,93.8,377870
934,FFA,False,-2.7778,1.7397,15.73,19469
935,FMY,False,-1.9929,1.5907,13.88,2
936,FDEU,False,-2.6144,1.4937,13.23,21196
937,FIF,False,-2.3612,1.6749,15.56,18701
938,FSD,False,-2.2606,0.6032,14.71,25070
939,FPF,False,-1.9044,1.4712,22.82,67463
940,FPL,False,-1.9088,1.8634,9.1,45161
941,FIV,False,-1.5419,1.5695,8.87,21469
942,FEO,False,-2.4444,1.8492,13.43,2792
943,FCT,False,-0.9129,0.5863,11.77,30677
944,FGB,False,-2.0472,1.4377,6.27,8946
945,FPH,False,-6.0027,3.438,6.83,34754
946,FAM,False,-0.939,0.7626,10.59,6783
947,FE,True,-1.8305,1.6144,44.18,1772959
948,DFP,False,-2.2718,1.5299,25.58,25511
949,FIT,False,-21.1905,3.34,3.29,1756349
950,FBC,False,-2.3228,3.5574,34.25,97586
951,PFD,False,-2.947,1.8543,15.25,8020
952,FFC,False,-1.9656,1.2776,20.13,47596
953,PFO,False,-2.4096,1.2264,12.29,2605
954,FTK,False,-29.2096,5.3156,2.04,181357
955,FND,True,-7.1264,20.9021,45.3,418636
956,FLC,False,-1.4118,1.9303,21.4,6866
957,FLS,True,-9.2345,2.3364,43.37,510897
958,FLR,True,-26.658,3.0075,18.4,630650
959,FLT,True,-4.1021,8.2046,295.87,254292
960,FLY,False,-2.1326,1.8615,16.76,51745
961,FMX,True,-2.9275,1.8013,87.38,165552
962,FMC,True,-5.0047,4.5819,86.46,322465
963,FLO,True,-5.363,1.45,22.71,388174
964,FL,True,-4.189,3.4492,40.1,1762461
965,F,False,-7.454,2.9441,9.26,19326620
966,FTS,True,-1.1136,1.0101,40.83,159200
967,FELP,False,-13.3446,6.2154,0.4365,11532
968,FOR,False,-5.7919,3.6213,19.04,10916
969,FSM,False,-5.8275,14.3885,3.94,682482
970,FBHS,True,-3.6585,2.6395,51.64,559322
971,FET,False,-14.1221,13.4199,1.6,552348
972,FTV,True,-4.3862,3.089,70.01,768871
973,FTAI,False,-2.381,3.9465,14.95,50710
974,FBM,False,-3.4829,9.2655,17.94,60813
975,FEDU,False,-12.9213,14.2012,2.05,1
976,FCPT,False,-2.1245,2.1426,27.71,99418
977,FNV,True,-2.9724,3.6047,93.29,256107
978,FSB,False,-2.5793,3.6879,28.07,22175
979,FC,False,-4.312,2.7137,37.38,18661
980,BEN,True,-4.089,1.7801,28.53,1098903
981,FT,False,-1.8868,1.6506,7.3,18883
982,FI,False,-6.4912,3.7975,4.5,222290
983,FCX,True,-4.3551,3.74,9.89,9252693
984,FDP,False,-8.4953,11.1233,27.54,68292
985,RESI,False,-4.5183,2.7073,11.15,66943
986,FMS,False,-6.5109,3.0982,33.5,57321
987,FSK,False,-1.8836,6.3063,5.8,1099958
988,FRO,False,-7.0151,6.3512,7.18,235442
989,FTSI,False,-18.8917,5.6848,2.96,251486
990,FCN,False,-1.4414,9.7103,104.78,64841
991,FF,False,-5.3812,4.8893,10.73,29738
992,GCV,False,-3.3771,1.87,5.35,21723
993,GDV,False,-3.2063,1.7308,21.06,86066
994,GAB,False,-2.1452,1.6863,6.1,238017
995,GGZ,False,-3.7236,2.9823,10.9,2143
996,GGT,False,-1.9883,4.0146,8.43,17948
997,GUT,False,-2.6954,2.4931,7.36,52317
998,GCAP,False,-10.8511,24.3176,4.32,62874
999,GNT,False,-2.4055,1.9264,5.9,38034
1000,GTX,True,-7.9866,4.0084,11.53,279513
1001,GME,False,-7.7121,3.9548,3.47,2306726
1002,GPS,True,-7.8974,3.2603,17.95,3518369
1003,GDI,True,-5.3382,3.004,30.57,593329
1004,GBL,False,-3.3031,2.94,18.34,5940
1005,IT,True,-19.0183,2.42,128.56,167062
1006,GLOG,False,-8.5014,4.7244,12.06,137789
1007,GLOP,False,-4.9188,1.7916,18.76,42366
1008,GMTA,False,-1.64,1.6424,26.94,2820
1009,GATX,False,-3.4447,2.5573,74.98,140404
1010,GTES,False,-21.1,4.9579,8.03,236163
1011,GNK,False,-6.6959,13.0584,8.16,125819
1012,GCP,False,-4.1529,2.1005,18.45,140475
1013,GNRC,True,-4.0106,3.1882,73.26,223852
1014,GD,True,-2.8576,2.2063,183.11,481765
1015,GAM,False,-2.7004,1.5616,35.7,13099
1016,GE,False,-3.8536,4.3095,9.35,22175588
1017,GM,True,-1.9356,2.1325,39.01,3929739
1018,GCO,True,-6.9071,2.7007,35.53,147437
1019,GIS,True,-1.7248,2.2322,54.38,2322268
1020,GEL,True,-3.6934,3.1905,20.32,152641
1021,GWR,True,-0.5021,8.85,109.72,532861
1022,GNE,False,-28.7992,4.6948,7.56,136800
1023,GPC,True,-4.5099,2.04,91.12,406813
1024,GEO,True,-6.5517,4.5802,18.02,359502
1025,GPRK,False,-4.4118,3.3714,16.58,75100
1026,GNW,False,-3.7037,13.68,4.46,892531
1027,GIG,False,-0.8596,0.6763,10.38,0
1028,GPJA,False,-1.6272,0.6235,25.74,4708
1029,GGB,False,-4.6512,5.8511,3.3,2823713
1030,GTY,False,-2.5325,1.4483,30.03,39123
1031,G,True,-4.2282,8.3506,41.0,338628
1032,GIL,True,-2.6391,1.68,37.46,209091
1033,GKOS,False,-11.7237,3.5497,62.03,101889
1034,GLT,False,-3.9828,2.7278,14.08,59918
1035,GSK,True,-1.6809,1.212,40.65,1300000
1036,CO,False,-5.3819,3.5398,5.67,3936
1037,GMRE,False,-2.2727,2.027,10.69,134793
1038,GNL,True,-2.9222,2.7068,19.59,292811
1039,GSL,False,-7.6433,7.0461,7.03,4476
1040,GLP,False,-1.7387,2.229,19.84,33329
1041,GLOB,True,-4.4282,4.257,105.41,174945
1042,GMED,True,-2.1277,7.9974,48.84,182907
1043,GMS,True,-3.4164,4.9325,22.39,234309
1044,GNC,False,-7.9787,11.5385,1.74,469841
1045,GPN,True,-4.8922,2.6069,158.79,606339
1046,GFI,False,-10.1423,8.0224,5.73,3391735
1047,GDDY,True,-7.4553,2.6519,64.05,741473
1048,GSBD,False,-2.8183,1.9161,19.81,62934
1049,GS,True,-3.875,2.612,204.11,978795
1050,GOL,True,-6.9927,17.1875,19.27,510876
1051,GER,False,-3.7037,2.6119,4.84,108863
1052,GRC,False,-3.5404,3.6255,31.39,15925
1053,GPX,False,-7.7456,3.5146,13.07,11628
1054,EAF,True,-4.0564,5.4872,11.09,478517
1055,GRAF,False,-0.5,0.5025,10.05,0
1056,GMZ,False,-2.834,2.64,7.19,40861
1057,GHM,False,-5.9507,5.5556,19.93,1254
1058,GGG,True,-5.5078,2.5508,46.41,230374
1059,GHC,False,-3.265,1.7434,713.21,10503
1060,GRAM,False,-6.3492,3.0928,2.61,4783
1061,GPMT,True,-1.4033,0.9135,18.46,172210
1062,GPK,True,-4.4065,5.9733,13.21,976118
1063,GTN.A,False,-8.1174,6.9649,14.85,0
1064,GVA,True,-17.9447,3.6419,28.15,264073
1065,AJXA,False,-1.2453,1.3587,26.29,351
1066,AJX,False,-1.6667,2.7677,14.82,15177
1067,GWB,False,-5.8269,2.6148,30.53,103279
1068,GDOT,False,-41.9805,8.7527,29.22,154792
1069,GTN,True,-4.9576,3.7188,14.91,251511
1070,GBX,True,-6.9368,3.7373,24.32,289657
1071,GHL,False,-21.9277,10.9851,14.47,93710
1072,GHG,False,-5.1982,2.6923,10.57,4569
1073,GEF,False,-3.308,3.439,33.77,123791
1074,GPI,False,-3.8201,2.8558,82.85,68368
1075,GFF,False,-4.893,21.0289,18.58,42256
1076,GRUB,True,-12.2915,6.8194,65.49,957712
1077,PAC,False,-3.1802,3.5818,94.0,18924
1078,GEF.B,False,-2.4192,2.7473,41.87,2909
1079,AVAL,False,-4.3302,4.3093,7.4,23651
1080,SUPV,False,-58.7467,9.71,3.5,506935
1081,ASR,False,-3.7152,2.4617,143.24,23144
1082,GSAH,False,-0.6829,0.4912,10.23,16
1083,TV,False,-6.59,6.4073,8.28,1216018
1084,GTT,False,-46.3436,20.8644,9.1,211947
1085,GSH,False,-3.4173,2.619,16.0,12745
1086,GGM,False,-0.6786,0.9838,20.42,14249
1087,GPM,False,-2.6382,2.7097,7.95,37153
1088,GES,True,-7.0,4.2486,15.44,620886
1089,GOF,False,-1.5996,2.4186,20.55,65638
1090,GBAB,False,-1.4956,1.6722,24.42,14886
1091,GWRE,True,-4.7347,2.9052,95.99,223524
1092,HRB,True,-2.8031,2.48,27.78,1349728
1093,HAE,True,-3.6355,12.0178,137.37,165481
1094,HNGR,False,-10.3521,20.4225,20.18,108363
1095,FUL,False,-3.493,3.1867,44.16,117835
1096,HK,False,-72.54,9.0718,0.0925,1410993
1097,HAL,True,-5.8261,9.1494,19.48,6255341
1098,HBI,True,-6.4636,2.7794,14.57,1544404
1099,HBB,False,-15.1127,6.2969,14.35,20065
1100,HOG,True,-4.8843,6.4177,33.79,806478
1101,HMY,False,-7.5758,7.7869,2.87,4196911
1102,HASI,False,-2.2909,2.5558,27.36,139076
1103,HSC,True,-10.5286,3.73,17.98,246004
1104,HGH,False,-0.4515,0.9296,29.06,16416
1105,HVT.A,False,-0.5279,4.4811,18.4,0
1106,HHS,False,-7.94,24.3446,3.15,23
1107,HE,True,-2.3445,2.2469,44.31,196249
1108,HIG,True,-1.6006,1.8741,58.9,1059850
1109,HCHC,False,-6.25,12.4402,2.23,79904
1110,HCA,True,-9.1407,2.2485,127.9,805707
1111,HCI,False,-1.9521,2.19,42.07,18235
1112,HVT,False,-3.1551,5.8693,19.52,46312
1113,HCP,True,-2.7574,3.1359,33.62,1121696
1114,HTA,True,-2.1513,2.0461,27.7,697500
1115,HL,False,-16.5,11.3636,1.54,3112877
1116,HDB,True,-4.7503,2.1473,111.1,209874
1117,HR,True,-1.9662,2.2371,33.04,319651
1118,HLX,False,-7.8947,4.1892,7.48,337201
1119,HEI.A,False,-2.5294,5.2775,109.55,79159
1120,HP,True,-5.5757,3.5415,40.49,627252
1121,HLF,True,-6.7713,3.6781,36.99,1100770
1122,HEI,True,-2.9466,5.4603,142.01,237701
1123,HT,False,-8.0636,3.3723,15.0,84856
1124,HCXY,False,-2.2325,2.0825,25.7,0
1125,HTGC,True,-2.3538,3.4965,12.81,275257
1126,HCXZ,False,-1.2174,1.3917,25.6,52
1127,HRI,False,-6.8281,4.5087,40.47,77405
1128,HSY,True,-1.9657,3.7599,155.36,584406
1129,HRTG,False,-8.1753,3.9611,14.49,44693
1130,HES,True,-5.0525,4.5806,62.02,1367932
1131,HPE,True,-6.1528,3.7519,13.4,4655868
1132,HESM,False,-4.0127,2.807,18.42,18551
1133,HTZ,True,-8.3564,7.0845,13.38,2407285
1134,HXL,True,-3.4599,3.8213,81.43,211528
1135,HFRO,False,-1.2048,1.5602,13.07,46860
1136,HPR,False,-15.2,10.0,1.23,287266
1137,HIW,True,-2.8559,3.3069,43.84,175730
1138,HIL,False,-4.7619,13.1274,3.18,14813
1139,HI,False,-12.8634,7.4402,28.13,65361
1140,HTH,False,-1.7019,4.2632,22.26,126776
1141,HRC,True,-3.7421,3.5179,107.28,153281
1142,HLT,True,-2.726,2.5375,95.26,984350
1143,PCF,False,-1.2926,1.5719,8.39,6209
1144,HNI,False,-4.265,2.9439,31.31,107654
1145,HGV,True,-13.945,3.1854,26.77,517811
1146,HMLP,False,-3.3333,2.4526,16.42,19591
1147,HEP,False,-3.5654,3.2148,27.76,57957
1148,HFC,True,-4.8589,4.8624,47.0,1017492
1149,HD,True,-3.3985,1.9576,208.33,1910791
1150,HON,True,-3.5712,3.1194,167.98,1208857
1151,HMN,False,-2.7413,5.7576,43.95,77970
1152,HTFA,False,-0.2585,0.549,25.64,0
1153,HZN,False,-26.7416,14.2132,3.15,34170
1154,HRL,True,-1.7983,2.1766,41.79,1078115
1155,HMC,True,-1.7378,1.3148,23.71,189455
1156,HLI,False,-4.0481,5.498,43.06,125770
1157,HHC,False,-2.9936,4.2325,130.08,127817
1158,HPQ,True,-4.8659,3.07,19.54,4525797
1159,HST,True,-2.7534,2.1752,16.5,2427030
1160,HOV,False,-18.648,20.1031,5.68,83089
1161,HSBC,True,-3.4807,0.8686,37.01,751345
1162,HOS,False,-21.5054,22.7671,0.75,26504
1163,HNP,False,-4.7083,2.5472,22.39,8512
1164,HMI,False,-6.1372,14.355,10.92,91581
1165,HUBB,False,-3.3068,4.9852,127.26,134028
1166,HUBS,True,-4.3885,13.2549,192.74,244771
1167,HUD,False,-4.8689,4.16,12.02,79323
1168,HUM,True,-2.4666,4.5836,304.87,481072
1169,HII,True,-5.8213,2.2906,203.74,150805
1170,HBM,False,-21.4433,6.0194,3.48,311629
1171,HPP,True,-2.9241,2.148,33.48,354615
1172,HCFT,False,-1.7964,1.5198,3.26,4259
1173,HUYA,True,-7.3225,4.9463,21.33,805991
1174,H,True,-2.8995,3.1977,75.59,266194
1175,IAG,False,-13.6816,6.3361,3.33,2081860
1176,IBN,True,-4.1061,6.0708,11.56,2556098
1177,HY,False,-10.7212,11.6447,57.47,31319
1178,IDA,True,-1.9983,1.9975,105.15,170734
1179,HUN,True,-5.475,16.9677,19.9,831389
1180,ITW,True,-3.29,3.2978,151.88,688450
1181,ICD,False,-15.1515,8.0357,1.12,44597
1182,IMAX,False,-3.2093,2.955,21.37,136063
1183,IHC,False,-3.7691,3.2751,38.28,414
1184,IEX,False,-3.8844,2.5297,164.67,104236
1185,IDT,False,-7.8996,13.8332,8.74,49422
1186,IRT,True,-2.1522,5.3441,13.17,214021
1187,IFN,False,-2.0619,2.7514,20.18,27613
1188,INFY,True,-1.6245,6.3433,11.06,4230138
1189,ING,False,-4.955,2.27,9.7,1221502
1190,IBA,False,-3.4419,5.6099,52.74,895
1191,ISG,False,-0.9909,1.0035,26.0,12899
1192,NGVT,False,-9.0608,2.5772,81.49,66523
1193,IIPR,True,-8.9881,7.26,107.41,280389
1194,INGR,True,-2.8815,4.619,76.12,216071
1195,IR,True,-2.3825,3.5837,120.22,913962
1196,IPHI,True,-3.2926,7.1257,63.75,288155
1197,NSP,True,-24.7113,3.9083,95.62,153033
1198,INSP,False,-3.5149,5.7791,66.05,87623
1199,IBP,False,-4.3188,3.9772,56.66,55849
1200,ITGR,False,-5.4468,2.3804,80.02,69185
1201,INST,False,-4.0929,2.6947,40.18,132225
1202,I,True,-6.6038,6.2624,20.66,579312
1203,INSI,False,-1.3602,0.9669,19.75,5825
1204,IHG,False,-3.6485,2.0783,65.18,42689
1205,IBM,True,-4.4075,4.5852,135.79,1930361
1206,IFF,True,-15.9468,2.2762,118.71,403345
1207,IGT,True,-4.4267,5.7678,13.06,971871
1208,INSW,False,-5.9788,2.7379,16.21,51091
1209,IP,True,-4.6037,4.2384,40.05,1661180
1210,ICE,True,-2.4655,2.4316,92.01,1176832
1211,IPG,True,-2.9232,2.9738,20.81,1785341
1212,IPI,False,-8.169,5.4131,3.25,230240
1213,VCV,False,-0.7692,0.8501,13.12,27149
1214,IVC,False,-14.5492,34.7722,5.67,118706
1215,VTA,False,-0.9874,0.7194,10.9,86907
1216,VLT,False,-0.8964,0.3756,14.25,1893
1217,INXN,True,-2.0311,2.7867,77.67,163858
1218,VBF,False,-2.065,2.3631,19.06,12376
1219,IHIT,False,-0.5725,1.0536,10.46,10649
1220,IHTA,False,-1.7341,1.8701,10.32,2378
1221,VMO,False,-0.4878,0.8828,12.82,40596
1222,OIA,False,-1.1613,0.5188,7.87,30371
1223,IVR,True,-2.1381,1.8382,16.36,504481
1224,VPV,False,-1.3314,1.8629,13.57,27113
1225,IVZ,True,-6.0969,1.9827,16.16,2291586
1226,VTN,False,-1.0909,0.9524,13.76,9237
1227,VGM,False,-0.76,0.6875,13.13,59578
1228,VVR,False,-0.96,0.7075,4.16,144217
1229,VKQ,False,-0.5547,0.7229,12.75,41584
1230,IQI,False,-0.6961,1.1015,12.78,53528
1231,IIM,False,-0.5859,0.5913,15.42,49990
1232,NVTA,True,-6.5075,7.5472,26.27,936300
1233,INVH,True,-2.4188,1.5654,27.87,1716455
1234,IO,False,-9.9298,7.1429,7.28,75409
1235,IQV,True,-3.3613,2.456,157.08,586087
1236,IRET,False,-2.722,5.8588,67.54,11549
1237,ICL,False,-3.46,2.2556,5.2,31438
1238,IRS,False,-37.3031,8.0851,6.7,20657
1239,IRM,True,-7.4836,4.8283,30.98,1161364
1240,ITCB,False,-4.2429,2.4688,11.54,120
1241,ITUB,False,-4.4229,3.5144,9.0,6614374
1242,ITT,True,-3.9987,3.1524,55.93,181362
1243,IVH,False,-1.4545,1.2528,13.71,34680
1244,JPM,True,-2.9753,1.829,109.34,6849443
1245,JAX,False,-4.0262,4.0,11.35,7619
1246,JILL,False,-10.101,11.9048,1.83,155576
1247,SJM,True,-3.0726,1.9027,114.0,552206
1248,JAG,False,-10.6267,7.1848,6.51,864095
1249,JHX,False,-4.2678,12.5662,15.34,6621
1250,JEC,True,-3.4342,3.9136,83.89,439008
1251,JHG,True,-9.5131,2.7763,18.48,563731
1252,JOF,False,-2.7059,2.2341,8.36,1240
1253,JBGS,True,-2.0445,2.1659,38.56,189068
1254,JBL,True,-4.2896,2.96,28.75,345942
1255,JEF,True,-4.4621,6.4201,19.02,727129
1256,JCP,False,-16.9722,9.1009,0.5995,1436246
1257,JT,False,-6.7839,6.0,3.55,174170
1258,JKS,True,-7.4965,5.3883,19.6,298909
1259,JCAP,False,-3.9806,2.2177,19.62,70994
1260,JMP,False,-2.6455,3.7062,3.68,2194
1261,JMPB,False,-0.6131,0.7396,25.59,0
1262,JELD,False,-8.7675,3.8146,17.93,94140
1263,JBT,False,-5.8571,2.9426,103.16,72217
1264,JMPD,False,-2.2715,1.2744,25.8,370
1265,HEQ,False,-1.8598,1.8182,13.86,10019
1266,JHI,False,-1.2956,1.29,17.0,3803
1267,HPI,False,-2.1541,1.33,24.07,17399
1268,BTO,False,-3.8498,1.6383,30.53,20783
1269,HPF,False,-1.6942,0.8243,23.04,15598
1270,JHS,False,-0.8,0.8202,14.54,3325
1271,PDT,False,-2.0785,1.1098,17.07,29256
1272,HTY,False,-1.9202,1.0542,6.69,4266
1273,JW.A,False,-3.1422,2.8179,42.78,137740
1274,HPS,False,-1.3395,0.6189,18.98,20863
1275,JW.B,False,-6.6005,3.0019,42.85,0
1276,JNJ,True,-4.1467,1.7517,133.42,3436339
1277,JCI,True,-2.3776,2.835,42.87,2195511
1278,JLL,True,-5.6269,4.4089,139.26,203888
1279,HTD,False,-2.3465,1.6706,25.31,26292
1280,JP,False,-8.4746,8.0,1.87,10214
1281,JE,False,-15.0685,3.8585,3.11,113505
1282,JNPR,True,-3.5088,1.9267,25.46,1602837
1283,LRN,False,-4.4631,5.2419,27.94,98739
1284,KAI,False,-7.233,7.3759,83.55,29815
1285,KDMN,False,-9.6916,10.1942,2.53,194793
1286,JMEI,False,-6.6079,5.2632,1.96,58395
1287,KAMN,False,-5.3628,3.3339,57.76,38313
1288,KSU,True,-4.9096,4.6106,119.95,378677
1289,KAR,True,-6.3846,3.2046,24.92,1059502
1290,KMF,False,-3.4732,1.437,10.58,54792
1291,KBR,True,-4.8522,3.46,25.72,370862
1292,KBH,True,-3.5963,3.5253,27.2,779352
1293,FRAC,False,-9.062,23.8,5.31,455963
1294,K,True,-2.6025,9.2923,62.7,1401217
1295,KYN,True,-2.6334,1.8638,14.27,263890
1296,KEM,True,-8.1006,5.7654,19.23,307906
1297,KB,False,-4.938,1.6918,31.83,55141
1298,KMPR,False,-10.9965,2.8972,78.37,137064
1299,KW,False,-4.962,4.1357,21.18,141221
1300,KEN,False,-5.5944,2.5,21.57,110
1301,KDP,True,-1.7714,5.1431,28.47,1295821
1302,KEY,True,-5.7158,3.4542,16.45,4519647
1303,KEG,False,-11.1475,18.4314,1.6,79505
1304,KMT,True,-6.0633,3.863,29.43,343449
1305,KRC,True,-2.0948,2.1163,77.29,213622
1306,KRP,False,-7.6467,4.9819,14.58,19861
1307,KMB,True,-1.9161,1.7704,139.42,850690
1308,KEYS,True,-5.1759,5.5531,88.47,572361
1309,KMI,True,-2.6962,2.003,20.51,5317384
1310,KFS,False,-3.3457,4.9793,2.79,30
1311,KIM,True,-2.868,2.6982,18.9,1418701
1312,KGC,False,-5.9278,11.194,4.86,6601386
1313,KEX,True,-6.7893,5.2145,73.9,259456
1314,KL,True,-9.5905,8.1618,45.77,766699
1315,KKR,True,-3.9626,3.9777,25.03,1652551
1316,KIO,False,-1.0773,0.6984,15.63,38492
1317,KREF,False,-2.8183,1.45,19.31,106244
1318,KNX,True,-5.5292,6.4782,33.82,750291
1319,KRG,True,-4.2226,2.4278,15.24,208197
1320,KNL,False,-4.5015,5.2856,23.07,116919
1321,KSS,True,-7.8166,2.84,50.67,2159599
1322,KNOP,False,-3.1312,2.4582,18.39,52693
1323,PHG,True,-2.4029,6.1365,46.57,312221
1324,KOP,False,-4.3278,17.1764,28.92,33519
1325,KEP,False,-4.1773,4.3478,10.5,113534
1326,KN,True,-3.172,8.1363,19.87,220256
1327,KFY,True,-2.8668,4.1147,38.87,196651
1328,KF,False,-3.6939,1.4467,25.54,344
1329,KT,True,-3.0675,1.3051,11.07,283427
1330,KR,True,-3.8266,7.2711,23.05,5200802
1331,KOS,False,-6.5523,6.6318,6.48,1952954
1332,KRA,False,-5.4462,4.032,27.78,67567
1333,KRO,False,-6.6998,2.0173,10.79,80280
1334,SCX,False,-4.1534,4.1597,5.75,558
1335,LH,True,-3.5542,2.219,166.2,421814
1336,LAIX,False,-6.5217,2.7168,8.66,53
1337,LW,True,-5.7726,3.0359,67.3,475067
1338,LB,True,-6.3198,4.2001,22.67,2152093
1339,LADR,True,-3.4665,1.7651,16.82,250587
1340,LCI,False,-19.4774,40.8027,6.77,279251
1341,LTM,False,-5.5315,6.6741,9.35,146572
1342,LOR,False,-2.8659,1.1055,9.48,4937
1343,LAZ,True,-5.1666,4.0231,33.24,239330
1344,LEAF,False,-17.6056,5.2061,4.81,18259
1345,LCII,False,-4.756,3.8012,89.9,67203
1346,LEA,True,-4.0952,3.7967,113.81,287076
1347,LPI,False,-8.1851,15.5894,2.85,2058594
1348,LZB,False,-3.5415,2.3109,32.41,137000
1349,LVS,True,-4.1315,4.8739,53.62,1303826
1350,LEE,False,-4.7847,7.8049,2.26,62028
1351,LGI,False,-2.5545,2.8846,15.61,5274
1352,LGC,False,-0.295,0.198,10.16,0
1353,LMHB,False,-0.9368,0.9619,25.63,19018
1354,LEG,True,-2.7521,3.3864,38.77,401954
1355,LMHA,False,-1.2934,0.9763,27.03,989
1356,LM,True,-2.712,3.5995,37.24,248037
1357,KTH,False,-2.6355,3.634,31.78,0
1358,KTN,False,-1.2116,2.3189,32.9,0
1359,KTP,False,-9.732,4.0625,6.48,2195
1360,LDOS,True,-3.5182,4.1331,84.27,428227
1361,LEJU,False,-11.2,6.6667,1.06,5
1362,LC,True,-5.798,14.0,14.45,183755
1363,LEN,True,-1.9678,3.4654,50.28,1610101
1364,LHC,False,-7.8,10.6291,10.2,10608
1365,LII,True,-5.3424,2.9491,254.49,184151
1366,LEN.B,False,-2.1883,3.5472,39.87,22202
1367,LXP,False,-2.7055,3.854,10.29,449788
1368,LPL,False,-6.1041,3.9052,5.3,145930
1369,USA,False,-3.7651,1.3223,6.17,303900
1370,ASG,False,-3.7459,2.8716,5.81,82921
1371,LSI,True,-2.1536,2.8544,101.0,160541
1372,LPT,True,-2.8304,2.3653,51.54,356004
1373,LITB,False,-2.7509,4.4776,1.45,1603
1374,LNC,True,-8.4481,3.2671,54.48,609290
1375,LN,False,-2.9533,6.5591,32.97,30674
1376,LNN,False,-4.6449,12.0427,89.02,29507
1377,LBRT,False,-10.325,7.2252,11.88,90374
1378,LIN,True,-2.6565,1.5915,192.9,653431
1379,LGF.B,True,-5.6281,5.8413,11.51,304765
1380,LAC,False,-3.0471,5.2632,3.57,52433
1381,LAD,False,-2.9174,12.7611,131.54,131407
1382,LTHM,False,-10.686,19.8582,6.51,717386
1383,LGF.A,True,-6.226,6.8369,12.28,348289
1384,RAMP,True,-7.1922,4.5652,46.36,294740
